Sample.code,Latitude,Longitude,Region,Season.planted,Grain.As,Grain.P,Grain.S,Grain.Mn,Grain.Fe,Grain.Cu,Straw.As,Straw.Al,Straw.P,Straw.S,Straw.Mn,Straw.Fe,Soil.As,Soil.Al,Soil.P,Soil.S,Soil.Mn,Soil.Fe,Soil.pH,Soil.Clay,Soil.SOM,Temperature,Rainfall,Humidity,Potential.Evaporation
23Vin104_#2,19.6444,105.8044,North,Winter-Spring season,0.05,2165.97,903.64,33.3,17.78,3.57,0.4,140.43,575.67,1141.17,1488.54,180.88,16.1,63167.63,347.35,853.11,169.13,28405.47,4.23,31.04,3.71,23.84,4.58,77.82,7.87
23Vin105_#2,19.7267,105.8631,North,Winter-Spring season,0.07,3157.79,1105.78,11.71,17.59,0.88,3.87,220.36,1364.09,1610.04,156.38,334.09,16.54,33585.69,348.74,1229.02,218.0,25751.84,4.81,10.96,5.46,23.83,4.36,78.3,6.75
23Vin106_#2,19.8667,105.8436,North,Winter-Spring season,0.16,2846.5,931.57,21.76,15.93,1.48,1.87,216.08,1357.01,1202.35,445.12,303.75,12.43,57116.05,258.83,792.3,204.31,26704.36,5.42,24.15,3.31,23.9,4.15,79.09,5.42
23Vin107_#2,19.9336,105.9181,North,Winter-Spring season,0.13,3400.04,1135.53,16.52,14.27,0.68,0.88,136.68,1508.27,808.38,199.07,178.42,8.24,23228.99,416.13,994.15,96.82,9805.96,5.05,14.0,3.9,24.15,4.12,79.23,4.55
23Vin108_#2,20.0272,105.9953,North,Winter-Spring season,0.02,3111.51,1113.0,32.02,27.91,3.73,0.55,124.22,1416.69,1630.85,1066.31,319.93,6.03,18644.57,280.0,740.72,151.1,13228.89,4.3,9.72,3.51,24.1,4.23,79.28,4.37
23Vin109_#2,20.1333,106.0997,North,Winter-Spring season,0.19,3041.61,1066.41,19.81,20.54,1.79,4.82,468.36,2016.84,1002.35,926.16,414.84,27.15,80963.11,587.64,996.96,595.95,50656.11,4.92,31.82,5.46,24.08,4.24,79.51,4.83
23Vin110_#2,20.685,106.5497,North,Summer-Autumn season,0.02,2838.62,1028.26,20.79,12.71,2.77,1.85,102.7,1531.54,1426.75,506.85,193.7,26.57,65354.67,1031.38,1216.09,126.84,48479.64,4.39,31.98,5.85,23.85,4.74,84.15,4.21
23Vin111_#2,20.6214,106.5461,North,Summer-Autumn season,0.23,2808.59,1214.39,16.95,29.62,0.82,4.77,874.65,1493.85,1980.6,279.42,776.08,27.01,61186.91,379.26,1504.52,272.08,41764.86,4.72,27.09,4.29,23.85,4.74,84.15,4.21
23Vin112_#2,20.5283,106.4947,North,Summer-Autumn season,0.09,3000.97,1088.64,24.61,16.64,2.2,2.52,351.87,1660.92,1416.87,372.85,515.43,10.1,20089.68,857.0,588.03,139.07,14620.83,4.18,9.6,5.07,23.72,4.53,84.42,4.48
23Vin113_#2,20.4528,106.3861,North,Summer-Autumn season,0.09,2953.46,1125.27,31.67,18.08,2.77,1.07,158.11,909.49,1446.01,892.41,380.1,23.81,59466.66,380.85,1042.88,325.99,40534.14,4.2,20.28,5.46,23.86,4.34,84.22,4.7
23Vin114_#2,20.4081,106.4356,North,Summer-Autumn season,0.05,3110.35,1173.04,20.26,25.43,2.81,1.95,993.75,1418.18,1266.17,474.55,1072.49,21.37,62626.37,593.68,1128.53,225.66,39431.24,4.26,32.48,8.19,23.86,4.34,84.22,4.7
23Vin115_#2,20.4358,106.4183,North,Summer-Autumn season,0.08,3000.56,1178.5,25.27,16.71,1.78,2.48,883.46,1652.33,1279.26,757.66,1027.61,19.67,60520.42,463.06,1062.55,378.69,38468.36,4.71,26.64,7.02,23.86,4.34,84.22,4.7
23Vin116_#2,20.4214,106.4736,North,Summer-Autumn season,0.14,2780.34,1080.23,21.42,15.34,0.6,2.43,508.17,1749.87,1077.02,472.8,515.63,20.19,63105.27,338.08,1080.89,650.35,40334.88,4.7,21.93,6.44,23.86,4.34,84.22,4.7
23Vin117_#2,20.3586,106.5447,North,Summer-Autumn season,0.15,3044.58,928.23,29.88,18.78,1.11,3.49,794.21,1721.38,1555.88,640.09,663.64,23.15,68072.31,421.7,1014.22,613.91,44018.5,5.35,43.87,7.22,24.15,4.24,83.55,5.27
23Vin118_#2,20.2986,106.4794,North,Summer-Autumn season,0.14,2842.8,1286.71,20.4,18.99,0.94,4.74,593.6,1356.72,1545.01,549.36,552.74,40.08,75694.15,602.34,1059.8,408.11,47042.32,4.85,20.21,7.41,24.01,4.24,84.29,4.76
23Vin119_#2,20.3708,106.4486,North,Summer-Autumn season,0.09,3151.08,1201.01,19.96,17.47,0.81,2.53,739.52,1413.5,1282.78,534.58,996.11,20.05,61615.87,431.48,1216.5,274.18,36804.38,4.25,19.21,7.61,24.15,4.24,83.55,5.27
23Vin120_#2,20.3528,106.3297,North,Summer-Autumn season,0.04,2828.94,1315.72,23.18,17.79,1.76,1.52,423.98,1220.92,1477.72,905.86,897.58,24.37,72128.15,297.82,992.45,390.88,45381.37,4.72,25.27,7.02,24.15,4.24,83.55,5.27
23Vin121_#2,20.2375,106.3342,North,Summer-Autumn season,0.24,2983.85,1238.14,19.0,33.37,0.6,5.23,263.15,2115.13,1140.65,285.51,463.85,18.22,89634.27,750.44,1119.16,405.5,52413.56,4.12,23.55,7.41,24.01,4.24,84.29,4.76
23Vin122_#2,20.1839,106.1744,North,Summer-Autumn season,0.37,2984.61,1221.45,28.37,39.11,1.36,4.69,1133.56,1777.52,1492.59,742.13,853.09,20.1,87707.0,432.3,924.76,435.46,53809.34,4.72,33.78,7.02,24.08,4.24,84.25,4.83
23Vin141_#2,21.2482,105.8028,North,Winter-Spring season,0.13,1596.18,1171.04,25.31,17.4,5.03,0.26,70.3,579.12,1476.41,1706.1,195.91,3.74,18782.46,256.07,571.51,110.22,9223.25,4.34,8.26,2.73,23.54,5.03,77.91,5.68
23Vin142_#2,21.266,106.0876,North,Winter-Spring season,0.13,2862.93,896.8,22.16,15.35,2.74,1.86,91.05,1489.87,1413.91,648.73,227.76,2.73,13849.23,370.74,578.61,92.17,7267.01,4.63,7.8,4.88,23.54,5.03,77.91,5.68
23Vin143_#2,21.3906,106.113,North,Winter-Spring season,0.21,2738.6,954.19,15.91,21.77,1.03,2.54,108.25,2044.34,1316.36,348.56,306.79,2.86,20730.77,390.16,665.32,64.36,10439.84,4.78,7.1,6.83,23.53,4.98,78.08,5.04
23Vin144_#2,21.3676,106.0328,North,Winter-Spring season,0.09,2806.94,1034.62,23.84,40.04,2.32,3.15,141.78,2089.11,1680.31,409.39,241.52,,,,,,,4.57,8.0,2.73,23.53,4.98,78.08,5.04
23Vin145_#2,21.4072,105.9808,North,Winter-Spring season,0.14,2830.36,998.91,13.4,19.48,1.16,1.71,214.7,1924.59,1422.38,164.42,338.88,3.72,24230.45,269.25,580.34,89.24,9342.58,4.28,14.52,3.71,23.38,4.91,78.73,4.99
23Vin146_#2,21.4634,105.9449,North,Winter-Spring season,0.2,2596.63,916.71,20.8,16.71,1.93,5.18,361.72,2077.37,1363.11,869.75,823.81,12.89,55945.25,426.19,854.55,224.5,30282.31,4.03,17.82,8.0,23.38,4.91,78.73,4.99
23Vin147_#2,21.442,106.0184,North,Winter-Spring season,0.11,2603.9,818.52,24.38,18.42,1.23,1.14,161.58,1485.16,1629.28,661.48,306.99,2.15,13675.64,228.51,756.53,38.76,4587.26,4.95,10.2,5.46,23.38,4.91,78.73,4.99
23Vin148_#2,21.4441,106.1117,North,Winter-Spring season,0.13,2869.78,1120.3,23.22,22.39,1.65,1.77,383.19,2316.41,2162.94,1103.84,1070.22,3.1,19600.8,240.58,540.86,86.97,11759.63,4.18,10.68,5.66,23.38,4.91,78.73,4.99
23Vin149_#2,21.4262,106.2183,North,Winter-Spring season,0.16,2555.91,911.91,12.92,17.48,0.78,2.76,184.13,2413.56,1387.85,175.11,384.23,5.83,28371.82,419.46,699.71,88.74,19628.05,5.28,13.29,5.66,23.38,4.91,78.73,4.99
23Vin150_#2,21.3416,106.3348,North,Winter-Spring season,0.25,2944.66,1038.45,18.89,22.99,3.12,3.7,224.77,2381.47,1784.44,700.01,559.28,2.74,12468.01,267.44,466.36,42.31,11022.17,4.7,8.7,2.93,23.53,4.98,78.08,5.04
23Vin151_#2,21.0387,107.0207,North,Winter-Spring season,0.21,3014.84,1020.8,17.34,16.86,1.95,1.63,142.64,2221.09,2030.48,555.2,278.04,2.87,19338.48,202.68,607.02,18.81,3798.12,4.16,10.2,4.88,24.23,4.72,77.16,4.17
23Vin152_#2,21.0033,106.8716,North,Winter-Spring season,0.11,2156.87,1023.37,20.05,15.9,0.53,2.76,61.08,768.72,1832.17,674.66,243.47,5.88,26404.14,144.98,725.21,40.16,6219.94,4.08,12.65,6.24,24.23,4.72,77.16,4.17
23Vin153_#2,20.9723,106.8238,North,Winter-Spring season,0.16,2414.41,905.24,10.27,20.12,0.8,1.35,162.81,2041.95,1138.67,581.38,458.66,19.47,45878.78,289.49,3833.38,88.24,28698.61,2.78,15.39,9.75,24.25,4.67,77.49,4.18
23Vin154_#2,20.9107,106.8001,North,Winter-Spring season,0.26,3067.88,1002.05,20.67,17.0,2.31,1.95,121.77,1259.67,1890.69,926.73,375.66,12.39,51453.28,344.85,962.94,122.51,30553.62,4.3,21.56,7.22,24.25,4.67,77.49,4.18
23Vin155_#2,21.1465,107.3599,North,Winter-Spring season,0.08,2761.43,901.84,23.1,18.56,1.81,0.56,84.94,1641.59,1170.79,573.89,336.66,3.9,58323.53,427.1,803.08,55.72,20168.47,3.89,22.09,9.17,23.81,4.92,77.92,5.35
23Vin156_#2,21.3145,107.3665,North,Winter-Spring season,0.2,3191.2,1046.56,19.51,19.81,0.68,1.07,77.95,1455.98,1140.95,415.71,749.12,5.01,69309.0,232.44,958.52,171.3,32202.93,3.74,18.46,6.24,23.53,4.98,78.08,5.04
23Vin157_#2,21.3264,107.4893,North,Winter-Spring season,0.2,2706.3,1093.97,19.13,17.82,0.62,1.4,290.97,1401.92,1279.78,294.29,636.17,4.04,24564.33,167.98,750.6,155.18,11357.1,3.94,13.6,6.83,23.53,4.98,78.08,5.04
23Vin158_#2,21.3292,107.6081,North,Winter-Spring season,0.17,2867.54,983.92,15.1,15.95,2.13,1.3,235.28,1644.33,1288.19,377.76,285.93,3.04,21649.61,411.14,1047.38,118.83,6608.24,4.69,9.1,12.09,23.53,4.98,78.08,5.04
23Vin159_#2,21.4708,108.0011,North,Winter-Spring season,0.28,3015.23,1105.1,13.67,20.24,2.33,3.28,136.98,2093.54,1758.5,203.9,413.98,6.14,19713.27,193.67,1118.54,133.67,11416.21,3.61,9.8,11.39,23.38,4.91,78.73,4.99
23Vin160_#2,21.5361,107.8541,North,Winter-Spring season,0.01,2975.72,1472.51,15.33,23.02,0.9,0.33,33.52,2165.96,3330.13,175.16,357.04,1.23,8262.98,153.37,588.77,40.12,1950.84,3.88,3.38,5.38,23.07,4.87,78.87,4.6
23Vin161_#2,21.4706,107.764,North,Winter-Spring season,0.21,3158.94,1246.04,10.3,21.82,0.3,3.12,468.75,2437.94,1697.99,75.39,550.16,3.49,24644.43,402.97,606.41,165.95,9786.96,4.23,9.74,8.5,23.38,4.91,78.73,4.99
23Vin162_#2,21.4587,107.6974,North,Winter-Spring season,0.14,2933.24,1173.5,16.36,17.46,1.52,0.35,123.52,1520.07,1528.76,160.0,469.74,2.49,26132.54,377.97,814.52,162.95,5717.53,4.04,6.62,8.42,23.38,4.91,78.73,4.99
23Vin163_#2,14.4834,109.0335,South Central,Summer-Autumn season,0.2,3236.75,1085.4,36.12,19.01,2.22,1.01,212.38,2209.24,1400.38,1008.77,1027.17,10.73,96312.78,483.96,794.47,438.15,55930.65,4.13,24.34,8.5,25.55,4.46,77.69,5.68
23Vin164_#2,14.1971,109.048,South Central,Summer-Autumn season,0.13,3385.63,1132.88,23.76,20.11,2.07,0.39,66.5,2011.85,1520.62,515.11,488.12,2.57,51851.09,205.45,795.26,426.83,31478.83,4.63,18.34,4.91,25.64,3.02,73.75,5.58
23Vin165_#2,10.5168,107.3925,South Central,Summer-Autumn season,0.04,2892.0,953.31,19.89,18.32,2.7,0.13,63.77,1449.33,997.47,579.17,346.38,4.71,104216.91,425.69,733.07,579.3,57261.59,4.29,31.87,10.53,27.4,4.54,80.85,6.18
23Vin166_#2,10.4876,107.239,South Central,Summer-Autumn season,0.01,2597.16,921.4,18.27,22.61,2.72,,107.0,1056.05,1012.89,700.0,424.27,2.41,50686.97,552.81,742.2,740.36,77256.01,4.44,55.2,7.67,27.37,4.59,81.24,6.88
23Vin168_#2,11.257,108.5341,South Central,Summer-Autumn season,0.43,3484.99,1141.98,20.8,11.54,0.94,5.26,289.94,805.06,1494.36,1034.52,476.55,4.03,100378.58,412.01,660.33,559.49,55620.29,5.63,13.85,4.16,26.8,4.35,80.98,7.61
23Vin169_#2,11.5043,108.9158,South Central,Summer-Autumn season,0.28,4118.05,1114.93,22.11,14.86,2.72,1.58,73.51,1457.41,1515.03,765.54,345.88,2.18,37768.33,179.59,803.08,327.33,24575.55,5.7,16.08,4.55,26.77,4.75,80.74,8.52
23Vin170_#2,11.6255,108.9916,South Central,Summer-Autumn season,0.42,4168.09,1206.57,19.63,11.38,0.85,8.06,242.97,1488.85,1374.84,370.54,1347.52,6.4,28179.35,147.28,722.47,118.16,10674.98,4.12,14.74,9.36,26.82,4.7,80.24,8.58
23Vin172_#2,11.7571,109.0706,South Central,Summer-Autumn season,0.24,3018.38,1193.32,21.65,13.49,0.58,1.41,50.81,730.93,1055.21,852.78,355.67,2.22,21086.92,76.89,705.21,299.86,7878.77,3.92,10.21,4.29,26.42,4.7,80.22,9.28
23Vin173_#2,12.1055,109.1184,South Central,Summer-Autumn season,0.15,3817.12,1163.12,20.17,14.43,2.71,1.96,105.89,1927.82,1382.85,589.52,407.54,4.76,34615.8,143.07,553.67,102.15,8705.12,3.92,15.14,4.81,24.51,4.41,78.28,9.34
23Vin174_#2,12.2897,109.1567,South Central,Summer-Autumn season,0.13,3571.71,1134.03,23.6,13.11,2.43,2.47,22.88,1219.5,988.94,814.36,179.86,21.88,76752.39,288.78,1121.02,404.07,36453.59,4.36,28.35,7.15,24.86,5.19,78.97,9.32
23Vin175_#2,12.4405,109.1127,South Central,Summer-Autumn season,0.23,4112.71,1237.51,19.39,8.71,1.36,5.83,361.61,1548.05,1717.38,885.48,561.17,10.5,35164.65,103.11,811.33,324.99,15219.63,4.11,21.02,9.23,25.34,4.31,77.25,6.5
23Vin176_#2,12.5721,109.1728,South Central,Summer-Autumn season,0.14,3172.01,1129.94,23.46,13.44,1.89,2.3,82.59,1740.4,1448.24,998.49,711.64,4.26,20367.33,92.56,507.53,87.77,12407.03,3.54,15.93,5.07,26.23,3.48,75.2,4.67
23Vin177_#2,12.7685,109.2903,South Central,Summer-Autumn season,0.0,4071.81,1156.07,15.24,14.36,0.85,,47.51,1005.42,983.36,554.09,428.72,1.24,14725.44,100.37,449.57,189.08,8612.0,3.74,10.65,6.37,23.71,4.58,77.36,4.96
23Vin178_#2,12.9043,109.3706,South Central,Summer-Autumn season,0.06,3283.01,1048.93,25.96,13.59,1.59,0.02,146.84,669.11,799.58,590.01,268.06,1.78,29984.31,106.63,621.94,113.53,7387.45,5.99,11.27,7.28,25.36,4.39,78.97,6.09
23Vin179_#2,13.3327,109.2527,South Central,Summer-Autumn season,0.14,3580.68,1275.3,17.59,29.77,0.99,0.18,5.64,1197.29,995.5,305.31,525.9,1.56,22732.09,193.15,791.79,123.99,7224.25,4.02,14.97,7.28,25.66,3.04,76.5,7.86
23Vin181_#2,14.1265,109.152,South Central,Summer-Autumn season,0.08,3806.79,1591.3,15.66,19.08,2.65,1.04,457.24,2377.71,3437.27,346.07,585.15,2.67,42084.37,288.03,1021.47,156.84,13327.39,4.25,18.89,10.66,25.64,3.02,73.75,5.58
23Vin182_#2,14.0796,109.0631,South Central,Summer-Autumn season,0.06,3585.92,1176.5,28.14,14.25,0.62,0.22,97.63,1692.11,1277.22,1149.05,482.56,1.37,32276.87,145.08,715.31,187.05,10333.57,4.23,16.69,7.28,26.11,2.98,73.84,5.38
23Vin183_#2,14.3813,109.023,South Central,Summer-Autumn season,0.08,3446.69,1102.89,20.87,14.95,1.38,0.21,15.19,2063.5,1029.92,475.71,649.36,2.65,22905.75,203.76,553.49,137.91,28890.46,4.05,15.8,7.15,25.41,3.97,76.04,5.68
23Vin184_#2,14.5508,109.0491,South Central,Summer-Autumn season,0.06,3748.35,1287.84,23.01,18.48,3.08,0.04,78.59,1653.55,1821.34,501.04,456.79,4.84,87422.6,380.17,967.78,219.08,49945.66,3.92,34.46,10.27,24.69,5.11,78.98,5.51
23Vin185_#2,14.7204,109.0344,South Central,Summer-Autumn season,0.06,3537.71,1280.05,20.48,16.24,0.38,0.07,176.3,1287.54,1241.41,598.73,636.55,1.6,30774.75,164.3,535.2,214.24,15850.54,4.77,16.03,5.98,25.3,4.97,78.45,5.51
23Vin186_#2,14.835,108.9563,South Central,Summer-Autumn season,0.16,3089.07,1239.01,16.48,19.95,2.0,0.25,74.52,1071.93,1050.86,317.21,361.09,2.97,48802.84,198.79,661.42,207.17,16371.33,3.9,14.67,8.06,25.65,4.99,76.61,5.28
23Vin187_#2,14.9791,108.8859,South Central,Summer-Autumn season,0.11,3590.61,1226.76,19.38,22.53,2.12,0.21,104.74,1567.84,1349.0,675.15,510.81,2.92,50791.71,197.61,582.85,286.33,28132.6,4.31,20.12,5.46,25.13,4.83,76.32,5.2
23Vin188_#2,15.2823,108.7737,South Central,Summer-Autumn season,0.14,3694.93,1388.39,15.45,26.03,0.43,0.41,143.26,2406.12,2210.64,302.33,801.2,1.34,12096.52,56.66,374.15,29.26,3186.23,3.89,7.65,5.98,25.46,5.56,76.67,5.52
23Vin189_#2,15.9717,108.1675,South Central,Summer-Autumn season,0.22,3437.83,1504.06,20.23,23.63,0.39,3.78,26.21,2403.41,1990.09,413.17,571.35,11.37,67249.78,247.6,721.95,272.48,30301.9,3.68,26.44,7.15,26.1,5.19,76.85,4.66
24VINIF_1_#2,15.1458,108.7814,South Central,Winter-Spring season,0.17,1642.39,509.88,8.41,34.03,0.83,0.68,13.55,147.37,85.95,52.46,94.78,2.73,28564.01,80.79,,90.05,15477.03,3.99,53.17,4.12,25.83,5.23,85.01,5.93
24VINIF_2_#2,14.98,108.8858,South Central,Winter-Spring season,0.09,814.78,356.37,8.19,14.33,1.2,0.25,35.93,,38.07,203.43,80.66,1.0,20469.24,34.47,,69.56,22521.56,4.26,20.12,2.69,25.13,4.83,85.6,5.2
24VINIF_3_#2,14.8914,108.9422,South Central,Winter-Spring season,0.04,899.94,158.23,4.22,12.96,0.29,0.76,11.23,230.13,125.57,28.85,160.6,2.37,23939.85,143.31,54.13,23.55,26339.12,3.91,16.39,5.92,25.65,4.99,85.42,5.28
24VINIF_4_#2,14.8342,108.9578,South Central,Winter-Spring season,0.08,1122.39,335.55,4.62,17.32,0.7,0.21,11.8,145.51,112.44,109.36,149.93,1.33,25136.72,51.98,,55.47,27655.77,3.89,14.67,3.18,25.65,4.99,85.42,5.28
24VINIF_6_#2,14.5503,109.0494,South Central,Winter-Spring season,0.06,1056.78,237.43,5.01,13.76,0.98,0.11,23.21,179.27,160.19,75.23,145.47,2.07,28954.12,160.99,48.09,29.11,31854.83,4.09,34.46,4.51,24.69,5.11,86.37,5.51
24VINIF_7_#2,14.4833,109.0336,South Central,Winter-Spring season,0.05,948.81,279.58,5.14,6.55,0.74,0.1,24.28,146.8,11.24,160.78,138.78,2.0,30921.97,113.97,,104.58,34019.54,4.05,24.34,4.23,25.55,4.46,85.46,5.68
24VINIF_8_#2,14.3814,109.0228,South Central,Winter-Spring season,0.03,905.4,193.5,3.85,12.52,0.41,0.04,19.58,184.36,75.06,120.46,272.8,0.75,13273.09,50.71,,15.03,14605.67,4.17,15.8,3.58,25.41,3.97,83.68,5.68
24VINIF_9_#2,14.2953,109.0739,South Central,Winter-Spring season,0.03,906.56,177.73,7.8,4.94,0.84,,10.0,141.72,49.29,373.45,123.36,1.06,22518.12,61.01,,237.4,24775.21,3.95,16.85,2.77,25.39,3.24,82.14,5.87
24VINIF_10_#2,14.1969,109.0475,South Central,Winter-Spring season,0.07,839.12,227.9,3.84,13.67,0.15,0.11,33.67,210.16,26.67,102.71,274.27,0.71,17091.94,49.53,,116.91,18806.57,4.72,18.34,2.58,25.64,3.02,82.41,5.58
24VINIF_11_#2,14.0792,109.0633,South Central,Winter-Spring season,0.08,880.22,179.67,5.52,6.88,,0.09,35.02,236.54,123.07,102.36,282.96,0.67,18312.78,57.49,,22.88,20149.41,4.09,16.69,4.1,26.11,2.98,83.47,5.38
24VINIF_12_#2,13.5767,109.2478,South Central,Winter-Spring season,0.05,1065.11,285.16,3.3,10.8,0.52,,37.63,120.56,88.68,276.11,297.89,1.5,7913.02,79.53,150.23,100.62,8709.66,4.17,12.25,6.18,25.89,3.75,74.73,5.98
24VINIF_13_#2,13.4622,109.2117,South Central,Winter-Spring season,0.02,1115.3,231.97,4.59,5.35,0.47,0.05,9.99,110.97,322.62,,71.54,1.06,25561.61,56.44,120.8,11.91,28123.12,3.74,10.99,4.44,25.92,3.33,73.07,7.46
24VINIF_14_#2,13.3933,109.2042,South Central,Winter-Spring season,0.05,1018.87,231.22,2.87,4.56,0.04,0.1,15.75,206.19,267.4,114.49,83.29,1.17,21139.35,78.22,,42.15,23258.56,4.29,17.12,2.01,25.66,3.04,70.31,7.86
24VINIF_15_#2,13.3542,109.2111,South Central,Winter-Spring season,0.06,775.52,182.8,4.58,5.95,0.35,0.14,6.39,329.85,92.63,6.53,50.66,1.23,19614.59,47.41,,143.09,21581.38,4.66,15.62,2.32,25.66,3.04,70.31,7.86
24VINIF_16_#2,13.0417,109.3144,South Central,Winter-Spring season,0.01,792.17,260.56,4.95,4.96,0.41,,63.0,574.72,494.63,266.94,162.56,1.47,24377.5,44.1,,115.78,26820.58,3.83,13.09,3.77,26.25,3.37,76.84,8.8
24VINIF_17_#2,12.9033,109.3711,South Central,Winter-Spring season,0.02,978.79,175.37,3.97,4.75,0.04,0.07,21.06,102.6,103.01,126.93,117.0,1.67,41786.74,107.87,35.65,53.0,45970.75,3.75,11.27,5.31,25.36,4.39,86.25,6.09
24VINIF_18_#2,12.6294,109.1831,South Central,Winter-Spring season,0.09,769.57,180.92,4.53,2.75,0.07,1.39,36.77,466.94,163.78,233.18,260.23,3.58,15148.79,36.4,31.94,30.83,16669.09,3.97,10.17,2.25,25.31,3.65,82.21,5.09
24VINIF_19_#2,12.5719,109.1728,South Central,Winter-Spring season,0.09,896.09,248.71,4.51,2.59,0.36,0.67,36.6,799.94,162.0,254.61,255.18,1.55,10039.72,52.68,31.77,17.76,11049.08,3.73,15.93,2.54,26.23,3.48,81.08,4.67
24VINIF_20_#2,12.4397,109.1139,South Central,Winter-Spring season,0.13,937.99,257.4,4.37,5.11,0.22,4.83,31.84,175.8,187.43,249.52,182.4,8.98,27532.62,34.62,46.66,145.85,30291.26,4.1,21.02,2.73,25.34,4.31,81.48,6.5
24VINIF_21_#2,12.2897,109.1569,South Central,Winter-Spring season,0.07,752.59,185.76,3.38,3.48,0.19,2.23,31.62,228.23,140.09,186.37,65.14,10.54,31134.49,71.61,,136.33,34253.26,4.55,28.35,6.26,24.86,5.19,81.78,9.32
24VINIF_22_#2,12.2014,109.0706,South Central,Winter-Spring season,0.12,717.74,88.83,3.96,0.89,,2.01,19.67,221.27,93.03,256.21,116.21,3.9,27157.17,33.47,43.06,54.75,29878.26,4.29,11.59,2.58,24.86,5.19,81.78,9.32
24VINIF_23_#2,12.1058,109.1217,South Central,Winter-Spring season,0.08,863.43,181.29,5.4,1.63,0.31,1.88,16.12,277.42,89.31,359.56,101.61,2.72,24603.39,137.01,72.34,56.83,27069.08,3.81,15.14,3.86,24.51,4.41,81.79,9.34
24VINIF_24_#2,11.7558,109.0697,South Central,Winter-Spring season,0.11,808.42,214.41,4.55,3.76,,0.6,33.4,194.1,251.81,66.71,98.89,1.09,14357.31,31.59,36.53,202.05,15798.39,4.06,10.21,2.12,26.42,4.7,66.51,9.28
24VINIF_25_#2,11.6667,109.0244,South Central,Winter-Spring season,0.15,867.0,200.16,4.36,4.37,,2.55,45.09,190.71,159.77,178.3,117.59,2.81,16717.69,46.7,101.06,80.24,18394.88,4.87,15.39,4.81,26.82,4.7,65.23,8.58
24VINIF_26_#2,11.6258,108.9911,South Central,Winter-Spring season,0.15,926.57,213.17,3.6,5.48,,3.51,34.41,233.0,110.43,,131.72,2.64,18894.36,64.54,34.49,18.87,20789.15,4.35,14.74,5.57,26.82,4.7,65.23,8.58
24VINIF_27_#2,11.5403,108.9403,South Central,Winter-Spring season,0.09,925.86,183.28,3.71,7.16,0.86,1.8,34.74,454.55,179.61,207.64,112.93,2.48,16140.84,60.01,61.27,61.24,17760.23,4.04,13.53,3.58,26.77,4.75,65.49,8.52
24VINIF_28_#2,11.4878,108.9081,South Central,Winter-Spring season,0.06,503.18,210.0,2.77,6.32,0.17,1.28,82.58,,65.81,92.55,219.79,2.54,16893.98,31.84,60.06,63.46,18588.71,4.87,13.34,1.89,26.45,4.57,64.88,9.77
24VINIF_29_#2,11.0008,108.1181,South Central,Winter-Spring season,0.23,705.76,222.5,2.88,3.71,0.01,4.04,55.81,37.97,228.09,8.38,70.75,3.21,11195.9,19.5,126.26,4.24,12320.87,4.85,34.6,2.54,26.76,4.57,67.51,7.76
24VINIF_30_#2,11.09,108.1317,South Central,Winter-Spring season,0.12,934.3,206.49,5.18,6.1,0.4,6.26,67.89,453.43,61.68,106.97,138.78,7.34,16586.9,99.76,45.26,66.17,18250.92,4.71,16.92,2.41,26.76,4.57,67.51,7.76
24VINIF_31_#2,18.1858,106.2606,North Central ,Summer-Autumn season,0.06,920.46,226.15,4.18,,,0.9,64.84,762.44,560.33,142.91,514.36,1.57,11900.86,121.83,261.86,48.35,4756.66,3.73,0.59,10.14,25.12,3.92,71.57,5.33
24VINIF_32_#2,18.2219,106.1664,North Central ,Summer-Autumn season,0.09,845.54,138.45,6.14,,,0.81,70.05,331.32,308.25,232.19,372.59,2.31,16379.69,75.83,141.9,116.02,7971.39,3.73,7.54,6.4,24.98,4.32,73.99,4.49
24VINIF_33_#2,18.4423,105.7937,North Central ,Summer-Autumn season,0.06,959.95,149.43,5.1,,,0.8,70.53,743.64,406.04,219.29,134.6,5.37,23403.67,174.25,159.29,64.94,13042.86,4.5,14.87,6.92,24.85,4.39,76.7,4.33
24VINIF_34_#2,17.6097,106.5265,North Central ,Summer-Autumn season,0.1,767.8,120.29,3.78,,,0.66,178.62,360.27,310.19,207.13,209.81,1.33,17105.61,69.57,245.34,29.42,7989.0,3.77,9.22,4.63,24.78,4.16,75.49,5.05
24VINIF_35_#2,17.0402,107.0308,North Central ,Summer-Autumn season,0.03,624.17,85.61,3.21,,,0.39,75.08,657.97,634.75,216.61,254.13,3.19,28506.19,159.23,210.28,48.02,19601.51,3.63,5.69,9.31,25.57,4.42,71.08,5.73
24VINIF_36_#2,16.9981,107.0538,North Central ,Summer-Autumn season,0.15,907.64,130.59,6.64,,,0.35,68.4,702.37,304.9,229.68,141.17,2.09,23281.82,93.22,35.4,67.42,11301.83,4.1,16.4,6.29,25.47,4.32,70.78,6.09
24VINIF_37_#2,16.8179,107.1254,North Central ,Summer-Autumn season,0.04,848.16,125.59,3.32,,,1.4,110.06,1171.64,485.98,148.8,460.96,4.4,34441.14,197.51,158.18,47.54,17916.91,3.8,21.92,8.63,25.68,4.4,70.38,5.43
